Id,Start,End,Name,Performance,0.2,0.3
817102,,,,,,
618961,,,,,,
789063,,,,,,
104863,,,,,,
788036,,,,,,
788490,,,,,,
599659,,,,,,
104860,,,,,,
104859,,,,,,
547900,,,,,,
570019,,,,,,
991224,,,,,,
718066,,,,,,
841508,,,,,,
618033,,,,,,
618676,,,,,,
618220,,,,,,
104784,,,,,,
104862,,,,,,
619067,,,,,,
583621,,,,,,
